add_date,shop_id,product_id,category_id,price,old_price
2024-06-28 03:07:06,350,1037959,8866,5210,8690
2024-09-30 03:07:09,350,1038193,6931,2720,2720
2024-09-30 03:07:09,350,1038310,8922,4590,4590
2024-08-29 03:07:07,350,1038688,8866,4592,9192
2024-09-27 03:07:08,350,1038733,14993,1900,1900
2024-09-30 03:07:09,350,1038760,14993,1190,1190
2024-07-08 03:07:06,350,1038763,8859,12870,18390
2024-09-30 03:07:09,350,1038775,8859,5990,5990
2024-09-30 03:07:09,350,1038889,14993,1990,1990
2024-07-08 03:07:06,350,1038901,14993,1190,1190
2024-09-30 03:07:09,350,1038910,15002,1290,1290
2024-05-11 06:06:54,350,1038931,14993,2392,2392
2024-09-30 03:07:09,350,1039003,8922,4390,4390
2024-09-19 03:07:08,350,1039021,15002,3490,4990
2024-09-30 03:07:09,350,1039051,15002,990,1990
2024-09-30 03:07:09,350,1039063,8859,12990,12990
2024-06-25 03:06:56,350,1039084,15002,1390,1990
2024-09-28 03:07:13,350,1039120,8922,1090,2190
2024-09-30 03:07:09,350,1039198,8859,10990,10990
2024-09-30 03:07:09,350,1039246,8922,3040,6090
2024-09-07 03:07:05,350,1039261,14291,1490,2990
2024-09-24 00:07:10,350,1039306,14291,2990,2990
2024-09-30 03:07:09,350,1039348,8924,990,990
2024-04-14 06:07:13,350,1039618,14993,1190,1190
2024-09-30 03:07:09,350,1039696,8866,5990,5990
2024-09-30 03:07:09,350,1039738,8922,4590,4590
2024-09-19 03:07:08,350,1039753,15002,1390,1990
2024-09-30 03:07:09,350,1039792,6931,6290,12590
2024-09-26 03:07:08,350,1039807,8865,1290,1290
2024-09-30 03:07:09,350,1039834,8859,3190,3190
2024-09-30 03:07:09,350,1039921,6931,5500,5500
2024-09-30 03:07:09,350,1039975,8912,740,1490
2024-09-30 03:07:09,350,1040023,6931,2720,2720
2024-09-30 03:07:09,350,1040137,6931,6290,12590
2024-09-30 03:07:09,350,1040245,6931,1680,1680
2024-08-13 03:07:08,350,1040287,15002,1390,1990
2024-07-19 03:07:45,350,1040431,15002,620,890
2024-06-15 03:07:01,350,1040443,8922,1810,2590
2024-09-30 03:07:09,350,1040455,8922,1990,4090
2024-09-30 03:07:09,350,1040566,14993,1990,1990
2024-09-30 03:07:09,350,1040590,15008,3990,3990
2024-09-30 03:07:09,350,1040857,15002,790,790
2024-06-15 03:07:01,350,1040932,14291,2090,2990
2024-09-28 03:07:13,350,1040980,6931,4150,4150
2024-09-30 03:07:09,350,1041229,8925,990,990
2024-09-24 00:07:10,350,1041280,14291,2990,2990
2024-09-30 03:07:09,350,1041283,14993,3990,3990
2024-08-13 03:07:08,350,1041367,15002,990,1990
2024-06-15 03:07:01,350,1041520,8922,4190,8390
2024-09-30 03:07:09,350,1041541,8859,3990,3990
2024-06-25 03:06:56,350,1041586,14993,1190,1190
2024-09-30 03:07:09,350,1041625,8912,550,550
2024-06-15 03:07:01,350,1041904,8922,6290,12590
2024-09-24 00:07:10,350,1041931,8865,1090,1090
2024-09-25 16:08:23,350,1042072,15002,350,590
2024-09-30 03:07:09,350,1042165,8925,990,990
2024-09-26 03:07:08,350,1042201,8859,9990,9990
2024-06-20 03:06:56,350,1042240,8865,1090,1090
2024-09-30 03:07:09,350,1042249,8859,9990,9990
2024-09-30 03:07:09,350,1042378,8912,330,330
2024-04-14 06:07:13,350,1042444,15002,830,1390
2024-09-30 03:07:09,350,1042549,8922,3500,3500
2024-09-17 03:07:10,350,1042759,8866,5990,5990
2024-09-11 03:07:24,350,1042771,8859,11490,11490
2024-09-30 03:07:09,350,1042927,14999,950,950
2024-09-30 03:07:09,350,1043107,15002,900,900
2024-09-30 03:07:09,350,1043182,8859,4590,4590
2024-09-30 03:07:09,350,1043287,8912,330,330
2024-06-25 03:06:56,350,1043293,8915,2440,4890
2024-09-30 03:07:09,350,1043341,8859,4990,4990
2024-09-30 03:07:09,350,1043479,14465,9990,9990
2024-07-21 03:08:03,350,1043596,8914,890,1790
2024-09-30 03:07:09,350,1043599,8859,18990,18990
2024-09-30 03:07:09,350,1043635,8922,3500,3500
2024-09-30 03:07:09,350,1043869,455,990,990
2024-09-06 03:07:04,350,1043893,8925,272,552
2024-09-30 03:07:09,350,1043899,14993,2900,2900
2024-09-30 03:07:09,350,1044151,8859,2590,2590
2024-09-30 03:07:09,350,1044421,8925,990,990
2024-09-02 03:07:22,350,1044424,8924,1790,1790
2024-09-19 03:07:08,350,1045048,59,4990,4990
2024-09-30 03:07:09,350,1045051,8859,17990,17990
2024-09-30 03:07:09,350,1045057,8859,4990,4990
2024-06-17 03:07:01,350,1045063,6931,3742,3742
2024-09-15 03:07:06,350,1045075,459,2590,2590
2024-09-30 03:07:09,350,1045180,6931,3290,3290
2024-08-13 03:07:08,350,1045183,6931,3090,3090
2024-09-23 12:07:17,350,1045849,8925,990,990
2024-05-07 18:07:37,350,1045852,8925,792,792
2024-09-30 03:07:09,350,1046503,8859,3990,3990
2024-09-30 03:07:09,350,1046539,8925,440,890
2024-06-26 03:07:00,350,1048684,8925,990,990
2024-09-30 03:07:09,350,1048717,6931,9990,9990
2024-09-30 03:07:09,350,1048720,8922,5590,5590
2024-07-08 03:07:06,350,1048723,8924,1390,1390
2024-04-06 05:07:30,350,1048741,8914,790,790
2024-09-16 03:07:11,350,1049410,15002,550,790
2024-05-07 18:07:37,350,1049413,6931,3992,3992
2024-06-15 03:07:01,350,1049425,15002,620,890
2024-09-27 03:07:08,350,1049431,15008,620,890
2024-09-26 03:07:08,350,1049434,15008,1320,1890
2024-09-30 03:07:09,350,1049443,15002,1290,1290
2024-09-30 03:07:09,350,1049446,14465,9990,9990
2024-09-30 03:07:09,350,1049449,15002,1290,1290
2024-09-30 03:07:09,350,1049452,15002,1290,1290
2024-09-14 03:07:08,350,1049455,8859,19990,19990
2024-08-14 03:07:11,350,1049458,8859,29990,29990
2024-09-30 03:07:09,350,1049500,8859,4990,4990
2024-09-30 03:07:09,350,1049581,8859,2490,4990
2024-09-30 03:07:09,350,1050172,8925,890,1790
2024-06-15 03:07:01,350,1050277,8922,1690,3380
2024-09-05 03:07:06,350,1050730,8925,3290,3290
2024-09-11 03:07:24,350,1050826,14291,10290,10290
2024-09-30 03:07:09,350,1050838,6931,2720,2720
2024-09-30 03:07:09,350,1051654,8859,4990,4990
2024-06-17 03:07:01,350,1051675,14993,1190,1190
2024-05-05 18:07:37,350,1051915,8859,10392,10392
2024-08-13 03:07:08,350,1051927,8925,2590,2590
2024-02-26 17:09:34,350,1051963,6931,2020,2890
2024-09-30 03:07:09,350,1052068,8859,9990,9990
2024-09-30 03:07:09,350,1052161,8922,4500,4500
2024-09-30 03:07:09,350,1052179,8859,11490,22990
2024-04-09 18:08:24,350,1052284,8859,12870,18390
2024-07-05 03:07:08,350,1052287,14294,2930,4890
2024-09-30 03:07:09,350,1052338,6931,2720,2720
2024-09-30 03:07:09,350,1052410,8925,340,690
2024-06-15 03:07:01,350,1052536,14294,5990,11990
2024-09-30 03:07:09,350,1052659,8912,330,330
2024-09-30 03:07:09,350,1052755,8859,3190,3190
2024-09-30 03:07:09,350,1052959,455,640,1290
2024-06-15 03:07:01,350,1053025,8925,740,1490
2024-08-10 03:07:13,350,1053211,8859,4190,5990
2024-09-24 00:07:10,350,1053250,15005,900,900
2024-09-30 03:07:09,350,1053310,8908,1390,1390
2024-09-30 03:07:09,350,1053334,8859,5990,5990
2024-09-30 03:07:09,350,1097323,16332,2160,3090
2024-09-30 03:07:09,350,1097335,2131,3000,4290
2024-09-30 03:07:09,350,1097347,16311,3000,4290
2024-09-30 03:07:09,350,1097359,16332,1810,2590
2024-09-30 03:07:09,350,1097416,1456,2510,3590
2024-09-30 03:07:09,350,1099426,619,8672,17352
2024-06-29 03:07:07,350,1099447,619,8790,17590
2024-09-30 03:07:09,350,1099477,379,5112,10232
2024-09-11 03:07:24,350,1099507,2246,3990,7990
2024-09-30 03:07:09,350,1099510,208,6040,12090
2024-09-30 03:07:09,350,1099537,601,4352,8712
2024-06-08 03:06:59,350,1100653,6931,5140,10290
2024-09-30 03:07:09,350,1100734,8916,3690,3690
2024-09-30 03:07:09,350,1101397,635,5480,5480
2024-09-30 03:07:09,350,1101400,635,5480,5480
2024-09-30 03:07:09,350,1101478,635,6640,6640
2024-09-30 03:07:09,350,1101529,635,5480,5480
2024-06-19 03:07:00,350,1101535,635,6640,6640
2024-09-30 03:07:09,350,1101640,734,2290,4590
2024-08-08 03:07:09,350,1102171,14813,11440,22890
2024-09-14 03:07:08,350,1102183,7083,12340,24690
2024-09-15 03:07:06,350,1102618,450,9040,18090
2024-09-30 03:07:09,350,1102708,390,8672,17352
2024-09-30 03:07:09,350,1103164,16311,1190,2390
2024-09-02 03:07:22,350,1103197,59,4890,6990
2024-09-30 03:07:09,350,1103242,16311,1190,2390
2024-09-30 03:07:09,350,1103305,2117,1990,3990
2024-09-30 03:07:09,350,1104451,14546,18190,25990
2024-05-24 02:06:50,350,1104517,2027,9093,18193
2024-09-30 03:07:09,350,1104574,1047,13240,26490
2024-09-30 03:07:09,350,1104586,398,9632,19272
2024-09-04 03:07:07,350,1104616,2193,7580,25290
2024-09-30 03:07:09,350,1104622,2252,10240,20490
2024-09-30 03:07:09,350,1104628,1019,7712,15432
2024-09-14 03:07:08,350,1104640,1068,9040,18090
2024-09-30 03:07:09,350,1104694,2254,13840,27690
2024-09-15 03:07:06,350,1104697,232,9640,19290
2024-09-25 16:08:23,350,1104721,438,11440,22890
2024-09-30 03:07:09,350,1105717,15722,8290,8290
2024-07-27 03:07:02,350,1105762,230,2180,7290
2024-09-28 03:07:13,350,1106260,1070,8192,16392
2024-05-17 15:06:54,350,1106272,6588,13888,27783
2024-09-05 03:07:06,350,1106317,7076,6590,21990
2024-09-30 03:07:09,350,1106326,1211,24040,48090
2024-09-30 03:07:09,350,1106362,2087,18040,36090
2024-09-30 03:07:09,350,1106368,2202,22840,45690
2024-09-30 03:07:09,350,1106383,228,8490,16990
2024-09-19 03:07:08,350,1106428,56,2640,5290
2024-09-30 03:07:09,350,1106494,439,9640,19290
2024-09-30 03:07:09,350,1108507,1918,9790,13990
2024-09-30 03:07:09,350,1108516,14546,7490,14990
2024-09-30 03:07:09,350,1108525,14546,14990,14990
2024-09-30 03:07:09,350,1108537,6567,1950,2790
2024-09-30 03:07:09,350,1108552,14546,7490,14990
2024-09-09 03:09:52,350,1108591,14546,20990,29990
2024-09-30 03:07:09,350,1108603,6567,2340,3350
2024-09-30 03:07:09,350,1108612,14546,25190,35990
2024-09-30 03:07:09,350,1108618,6567,1950,2790
2024-09-30 03:07:09,350,1108633,6567,1950,2790
2024-09-30 03:07:09,350,1108660,15029,9590,15990
2024-09-30 03:07:09,350,1108684,6567,2300,3290
2024-09-30 03:07:09,350,1108699,15029,10190,16990
2024-09-30 03:07:09,350,1109656,14813,9152,18312
2024-09-08 03:07:42,350,1110085,1139,11490,22990
2024-09-30 03:07:09,350,1110118,10999,9990,19990
2024-09-24 00:07:10,350,1110133,2131,1940,3890
2024-09-30 03:07:09,350,1110190,231,10990,21990
2024-09-30 03:07:09,350,1110199,2255,13990,27990
2024-09-30 03:07:09,350,1110241,6599,10990,21990
2024-09-30 03:07:09,350,1110247,619,7040,14090
2024-09-30 03:07:09,350,1110259,390,7592,15192
2024-09-30 03:07:09,350,1110295,230,7032,17592
2024-09-19 03:07:08,350,1110301,2254,14190,28390
2024-09-30 03:07:09,350,1110376,869,5990,11990
2024-09-16 03:07:11,350,1110406,8866,5740,11490
2024-09-30 03:07:09,350,1110430,1582,13590,13590
2024-09-30 03:07:09,350,1110463,1202,550,1390
2024-09-30 03:07:09,350,1110466,2133,550,1390
2024-09-02 03:07:22,350,1112593,2087,11990,23990
2024-09-26 03:07:08,350,1112611,16647,6752,13512
2024-09-14 03:07:08,350,1112689,6586,4990,9990
2024-09-30 03:07:09,350,1112737,460,1970,1970
2024-08-23 03:07:10,350,1112755,2247,3490,6990
2024-09-30 03:07:09,350,1112794,220,250,250
2024-09-30 03:07:09,350,1112800,220,180,180
2024-09-30 03:07:09,350,1112812,460,1370,1710
2024-09-30 03:07:09,350,1112824,220,200,200
2024-09-30 03:07:09,350,1112857,9168,390,390
2024-09-30 03:07:09,350,1112932,220,250,250
2024-09-30 03:07:09,350,1112941,220,250,250
2024-09-30 03:07:09,350,1112947,220,250,250
2024-09-30 03:07:09,350,1112974,856,1440,1440
2024-09-11 03:07:24,350,1114435,2087,32640,65290
2024-09-30 03:07:09,350,1114450,455,10990,10990
2024-09-29 03:07:10,350,1114765,228,8392,16792
2024-09-30 03:07:09,350,1114780,619,11440,22890
2024-09-30 03:07:09,350,1114789,14603,76990,76990
2024-09-30 03:07:09,350,1114798,2099,6640,13290
2024-08-29 03:07:07,350,1114801,2117,8490,8490
2024-09-30 03:07:09,350,1114807,390,9640,19290
2024-09-30 03:07:09,350,1114831,601,12640,25290
2024-09-30 03:07:09,350,1114852,619,12990,32490
2024-09-08 03:07:42,350,1114891,14813,9040,18090
2024-09-30 03:07:09,350,1114903,1047,14990,29990
2024-09-29 03:07:10,350,1114933,2255,12512,25032
2024-09-30 03:07:09,350,1114951,1139,10592,21192
2024-09-17 03:07:10,350,1115008,2256,9790,13990
2024-09-30 03:07:09,350,1115023,14546,23090,32990
2024-09-30 03:07:09,350,1115065,379,8440,16890
2024-08-27 03:07:12,350,1115071,1047,14990,29990
2024-09-25 16:08:23,350,1115092,2117,8490,8490
2024-09-30 03:07:09,350,1115107,464,26490,52990
2024-08-15 03:07:06,350,1115125,7200,29490,58990
2024-09-30 03:07:09,350,1115173,2176,31490,62990
2024-09-30 03:07:09,350,1115293,2099,6640,13290
2024-09-30 03:07:09,350,1117081,390,2608,8712
2024-09-30 03:07:09,350,1117123,9164,1890,1890
2024-09-30 03:07:09,350,1117132,1202,1040,2090
2024-09-30 03:07:09,350,1117135,7085,1110,2790
2024-09-30 03:07:09,350,1117159,60,590,590
2024-05-20 03:06:59,350,1117210,14813,3038,10143
2024-09-30 03:07:09,350,1117237,58,7580,25290
2024-09-30 03:07:09,350,1117243,9164,590,590
2024-09-30 03:07:09,350,1117264,459,2390,2390
2024-09-30 03:07:09,350,1117291,9164,790,790
2024-09-30 03:07:09,350,1117336,2131,940,1890
2024-09-30 03:07:09,350,1117339,390,2608,8712
2024-09-30 03:07:09,350,1117351,9164,290,290
2024-09-30 03:07:09,350,1117378,9164,590,590
2024-09-30 03:07:09,350,1117402,14579,14410,20590
2024-09-30 03:07:09,350,1117441,619,3980,13290
2024-09-30 03:07:09,350,1117576,6749,3290,3290
2024-09-30 03:07:09,350,1117678,9164,2690,2690
2024-09-30 03:07:09,350,1117693,9164,3890,3890
2024-09-30 03:07:09,350,1117762,9164,2590,2590
2024-09-30 03:07:09,350,1117786,9164,3090,3090
2024-09-30 03:07:09,350,1117804,9164,1490,1490
2024-09-30 03:07:09,350,1117810,9164,790,790
2024-09-30 03:07:09,350,1117897,9164,2990,2990
2024-09-30 03:07:09,350,1117933,8873,8990,17990
2024-09-30 03:07:09,350,1118041,9164,3090,3090
2024-09-30 03:07:09,350,1118047,9164,590,590
2024-09-30 03:07:09,350,1118437,16332,940,1890
2024-09-30 03:07:09,350,1118509,2133,940,1890
2024-09-30 03:07:09,350,1118521,9164,4290,4290
2024-09-30 03:07:09,350,1118524,9164,3590,3590
2024-09-30 03:07:09,350,1118572,9164,590,590
2024-09-30 03:07:09,350,1118593,9164,1490,1490
2024-09-30 03:07:09,350,1120867,2329,4680,4680
2024-09-30 03:07:09,350,1121056,9168,3590,3590
2024-09-30 03:07:09,350,1121116,9168,2090,2090
2024-05-07 18:07:37,350,1121119,2360,1832,1832
2024-09-30 03:07:09,350,1121800,9169,4290,4290
2024-09-30 03:07:09,350,1121824,9169,5490,5490
2024-07-18 03:08:03,350,1122136,455,2290,2290
2024-09-30 03:07:09,350,1122139,8916,1540,3090
2024-09-30 03:07:09,350,1122160,9164,1190,1190
2024-09-30 03:07:09,350,1122610,8947,2040,4090
2024-09-07 03:07:05,350,1122667,8922,3290,6590
2024-09-30 03:07:09,350,1122694,455,890,890
2024-09-30 03:07:09,350,1123054,9121,1490,1490
2024-09-30 03:07:09,350,1123066,60,1190,1190
2024-09-30 03:07:09,350,1123474,11788,3990,3990
2024-09-30 03:07:09,350,1123480,459,1690,1690
2024-09-30 03:07:09,350,1123534,459,1690,1690
2024-09-30 03:07:09,350,1123555,459,1690,1690
2024-09-30 03:07:09,350,1123561,459,1690,1690
2024-09-30 03:07:09,350,1123585,60,290,290
2024-09-30 03:07:09,350,1123630,9164,1190,1190
2024-09-30 03:07:09,350,1123846,9164,2390,2390
2024-09-30 03:07:09,350,1124038,6567,690,690
2024-09-30 03:07:09,350,1124230,8916,1690,1690
2024-09-30 03:07:09,350,1124233,8962,2690,2690
2024-05-07 18:07:37,350,1124797,8895,1192,1192
2024-09-30 03:07:09,350,1124800,8859,2860,4090
2024-09-28 03:07:13,350,1124812,8859,15990,15990
2024-09-30 03:07:09,350,1124842,8859,5590,5590
2024-09-14 03:07:08,350,1124881,14291,10490,14990
2024-09-30 03:07:09,350,1125148,455,4890,4890
2024-09-30 03:07:09,350,1125211,60,1190,1190
2024-09-30 03:07:09,350,1125214,7130,3690,3690
2024-09-30 03:07:09,350,1125853,6567,390,390
2024-09-14 03:07:08,350,1125877,14546,16090,22990
2024-09-29 03:07:10,350,1125964,2253,1370,4590
2024-09-19 03:07:08,350,1126063,7083,6990,13990
2024-09-02 03:07:22,350,1126084,1139,10240,20490
2024-09-27 03:07:08,350,1126120,2253,1952,3912
2024-08-26 03:07:08,350,1126138,390,6640,13290
2024-09-30 03:07:09,350,1126165,1430,3150,7890
2024-09-25 16:08:23,350,1126201,1210,1350,3390
2024-09-13 03:07:06,350,1126285,10999,10590,21190
2024-09-30 03:07:09,350,1126363,304,1390,3490
2024-09-30 03:07:09,350,1126402,14603,31490,62990
2024-09-30 03:07:09,350,1126414,14546,5990,9990
2024-09-30 03:07:09,350,1126510,14546,12312,17592
2024-09-30 03:07:09,350,1130143,1116,14890,29790
2024-09-27 03:07:08,350,1130149,10999,9040,18090
2024-09-30 03:07:09,350,1130164,1351,11440,22890
2024-09-30 03:07:09,350,1130200,439,6640,13290
2024-04-27 06:07:05,350,1130215,1139,14890,29790
2024-09-19 03:07:08,350,1130302,7402,22240,44490
2024-09-17 03:07:10,350,1130308,14291,2990,2990
2024-09-30 03:07:09,350,1130377,1068,8792,17592
2024-09-19 03:07:08,350,1131868,438,3490,6990
2024-09-13 03:07:06,350,1132141,14294,2650,3790
2024-09-30 03:07:09,350,1133005,9164,11990,11990
2024-09-30 03:07:09,350,1133137,60,790,790
2024-09-13 03:07:06,350,1144843,981,10290,20590
2024-09-30 03:07:09,350,1144867,382,3410,11390
2024-09-28 03:07:13,350,1144990,2211,13840,27690
2024-09-30 03:07:09,350,1145053,893,27790,55590
2024-09-30 03:07:09,350,1145110,318,3090,6190
2024-09-19 03:07:08,350,1145125,1139,5740,11490
2024-09-30 03:07:09,350,1145137,14546,8490,16990
2024-09-30 03:07:09,350,1145215,589,4552,9112
2024-09-30 03:07:09,350,1145254,295,5840,11690
2024-04-16 18:07:28,350,1145278,908,1670,5590
2024-09-18 03:07:18,350,1145302,1137,9040,18090
2024-08-20 03:07:07,350,1145332,1139,5210,17390
2024-09-30 03:07:09,350,1145368,1139,1272,3192
2024-09-26 03:07:08,350,1145371,382,2728,9112
2024-09-18 03:07:18,350,1145404,1351,5440,10890
2024-09-30 03:07:09,350,1145473,347,7990,19990
2024-09-30 03:07:09,350,1145524,935,2390,5990
2024-09-30 03:07:09,350,1145578,379,2030,6790
2024-09-27 03:07:08,350,1145686,1847,1840,2632
2024-09-30 03:07:09,350,1145722,1847,2300,3290
2024-09-19 03:07:08,350,1145749,7200,6040,12090
2024-09-26 03:07:08,350,1145839,1847,1840,2632
2024-09-30 03:07:09,350,1145890,774,1550,3890
2024-09-30 03:07:09,350,1145908,16668,12340,24690
2024-03-28 17:06:47,350,1145923,1278,950,2390
2024-09-30 03:07:09,350,1145974,346,4290,8590
2024-09-30 03:07:09,350,1146010,908,9090,12990
2024-09-30 03:07:09,350,1146046,228,1460,4890
2024-09-30 03:07:09,350,1146199,1256,2690,5390
2024-09-30 03:07:09,350,1146337,363,3290,6590
2024-09-10 03:07:42,350,1146427,2260,8490,16990
2024-09-30 03:07:09,350,1146454,203,17440,34890
2024-09-30 03:07:09,350,1146523,363,3290,6590
2024-09-30 03:07:09,350,1146625,1430,6990,6990
2024-09-30 03:07:09,350,1146751,1374,2190,5490
2024-09-25 16:08:23,350,1147003,438,10390,12990
2024-09-30 03:07:09,350,1147060,619,7240,14490
2024-09-30 03:07:09,350,1147075,14546,6990,13990
2024-09-30 03:07:09,350,1147099,366,690,1390
2024-09-30 03:07:09,350,1147147,1139,10140,20290
2024-09-30 03:07:09,350,1147267,422,1070,2690
2024-09-10 03:07:42,350,1147426,2087,3510,8790
2024-09-26 03:07:08,350,1147441,1047,8944,29832
2024-09-29 03:07:10,350,1147567,907,9490,18990
2024-09-30 03:07:09,350,1147699,907,3990,9990
2024-04-15 06:07:19,350,1147912,7082,9290,18590
2024-09-30 03:07:09,350,1147945,1202,1190,2390
2024-09-30 03:07:09,350,1148191,2246,9640,19290
2024-09-26 03:07:08,350,1148194,7083,6752,13512
2024-09-18 03:07:18,350,1199806,2207,17490,34990
2024-09-30 03:07:09,350,1199839,59,8490,16990
2024-09-30 03:07:09,350,1199842,59,8490,16990
2024-09-30 03:07:09,350,1200259,382,3790,7590
2024-09-30 03:07:09,350,1200364,869,28290,56590
2024-09-30 03:07:09,350,1200400,379,4990,9990
2024-09-30 03:07:09,350,1200430,619,8792,17592
2024-09-30 03:07:09,350,1200439,472,10990,21990
2024-09-30 03:07:09,350,1200451,619,7712,15432
2024-09-30 03:07:09,350,1200463,389,3872,7752
2024-09-30 03:07:09,350,1200466,619,8672,17352
2024-09-30 03:07:09,350,1200472,14813,8192,16392
2024-09-30 03:07:09,350,1200478,184,5990,11990
2024-09-30 03:07:09,350,1200487,424,10112,20232
2024-09-30 03:07:09,350,1200499,619,8440,16890
2024-09-30 03:07:09,350,1200517,619,14392,23992
2024-09-30 03:07:09,350,1200535,6682,8672,17352
2024-09-30 03:07:09,350,1200562,390,9640,19290
2024-09-30 03:07:09,350,1200592,184,8672,17352
2024-09-28 03:07:13,350,1200613,1019,7232,14472
2024-09-30 03:07:09,350,1200715,9121,3090,3090
2024-09-01 03:07:09,350,1200718,14603,30990,61990
2024-09-30 03:07:09,350,1200721,60,3090,3090
2024-08-04 03:07:07,350,1203544,2027,13240,26490
2024-09-30 03:07:09,350,1203580,1139,6752,13512
2024-09-28 03:07:13,350,1203712,960,7490,14990
2024-09-17 03:07:10,350,1203742,455,890,890
2024-09-24 00:07:10,350,1203808,7087,5990,11990
2024-09-30 03:07:09,350,1203901,455,990,990
2024-09-09 03:09:52,350,1203925,1068,9040,18090
2024-03-27 17:06:51,350,1203988,8896,1690,1690
2024-06-26 03:07:00,350,1203991,8897,1390,1390
2024-09-26 03:07:08,350,1206349,14546,5592,11192
2024-03-27 05:06:44,350,1206379,16775,1390,1990
2024-09-23 12:07:17,350,1206526,211,7990,19990
2024-09-25 16:08:23,350,1206697,14546,6990,12990
2024-09-30 03:07:09,350,1206802,184,11440,22890
2024-09-29 03:07:10,350,1211161,1155,7190,17990
2024-09-26 03:07:08,350,1211266,6590,47990,95990
2024-09-18 03:07:18,350,1211383,14543,6990,9990
2024-09-30 03:07:09,350,1211389,951,6490,12990
2024-09-30 03:07:09,350,1211461,981,10290,20590
2024-09-30 03:07:09,350,1211611,244,8590,8590
2024-09-30 03:07:09,350,1211638,2099,7440,10632
2024-06-27 03:07:05,350,1211704,13739,8390,11990
2024-09-30 03:07:09,350,1214158,9165,790,790
2024-09-30 03:07:09,350,1214449,59,3490,6990
2024-09-24 00:07:10,350,1214521,908,7290,14590
2024-09-30 03:07:09,350,1214557,14546,5752,9592
2024-09-30 03:07:09,350,1214569,961,7490,14990
2024-09-30 03:07:09,350,1214584,9089,7490,14990
2024-09-30 03:07:09,350,1214647,972,8490,16990
2024-04-27 06:07:05,350,1216217,1139,7990,15990
2024-09-30 03:07:09,350,1216220,2202,27040,54090
2024-09-30 03:07:09,350,1216430,326,3770,6290
2024-09-30 03:07:09,350,1216439,1256,950,2390
2024-09-30 03:07:09,350,1216445,304,1710,4290
2024-09-30 03:07:09,350,1216451,326,1710,4290
2024-08-17 03:07:10,350,1216469,1278,7790,15590
2024-09-30 03:07:09,350,1216475,422,1140,2290
2024-09-30 03:07:09,350,1217132,304,1070,2690
2024-09-19 03:07:08,350,1218059,59,4290,8590
2024-09-30 03:07:09,350,1218101,59,4190,13990
2024-09-30 03:07:09,350,1218104,59,4190,13990
2024-03-27 17:06:51,350,1218125,7082,4190,13990
